title,description,url,organization,age_range,start_date,end_date,start_time,end_time,day_of_week,duration_minutes,repeat_rrule,repeat_frequency,newsletter_description,newsletter_last,newsletter_highlight,calendar_skip,calendar_sent,file_url,location,neighborhood,area,created_at,list_id,status,source
Youth Theater Performance My Colors,"My Colors is a colorful, physical, and imaginative solo performance by Mime Wave, presented by DAT!school. Through puppetry, animations, music, illusions, and humor, it creates a visual world where fantasy and reality blend. The performance delves into the early years of a child's life, exploring how these foundational moments shape their identity. The story follows Mother Hare and her little Hare, a puppet that changes colors with each adventure, symbolizing that everyone has their own unique colors. This visual theater, puppetry, and animation blend aims to provide a special and poetic experience for children aged 2 and up.",https://www.eventbrite.nl/e/jeugdtheatervoorstelling-mijn-kleuren-2-tickets-1984677983274,DAT!school,2+ years,2026-05-17,2026-05-17,15:00,15:45,Sunday,45,,,"DAT!school presents 'My Colors,' a vibrant and imaginative solo theater performance by Mime Wave, perfect for children aged 2 and up. This visually rich show combines puppetry, animation, music, and humor to explore themes of identity and early childhood experiences. Tickets are required for this engaging theatrical journey.",,false,false,true,,"101C Buikslotermeerplein, 1025 ES Amsterdam, The Netherlands",Buikslotermeer,North,2026-05-02 16:48,ideas,new,manual
Burnout Summit 2026: Self-Compassion in the Age of Burnout,"This is a 2-day global online summit focused on 'Self-Compassion in the Age of Burnout'. It is designed for professionals, leaders, therapists, and those who support them, aiming to help them understand burnout deeply and recover in a way that actually lasts. The summit explores burnout from multiple angles including Neurodivergence, Women’s health & midlife, Nature & the body, Relationships & belonging, and Workplace & leadership. It features deep, thoughtful panel discussions, experiential workshops, honest conversations about pressure, identity, and burnout, and practical tools that attendees can apply in their lives and work. The event is free to attend live.",https://www.burnoutsummit2026.com/,Burnout Summit,,2026-05-19,2026-05-20,09:00,17:00,Tuesday,480,,,"The free 2-day online Burnout Summit offers a deep dive into self-compassion for professionals and leaders grappling with burnout. Hosted by Burnout Summit, this event provides practical tools and discussions from global experts on various facets of burnout, helping attendees understand and recover effectively. This event is not suitable for children.",,false,false,true,,,Other,Online,2026-04-25 14:39,ideas,new,manual
Baby Pilates at Nippon Do,"Baby Pilates classes for mothers focusing on postpartum recovery, including exercises for the pelvic floor, abdominal muscles, stabilization, and strength. Mothers can train together with their babies. Classes are guided by an exercise therapist Mensendieck and pilates instructor Hanne Blackstone. Partners are welcome to join. A free trial lesson can be booked.",https://nippondo.nl/lessen/zwangerschapspilates-amsterdam-zuid/,Nippon Do,Mothers and babies,2026-05-22,2026-05-22,16:00,17:00,Friday,,RRULE:FREQ=WEEKLY;BYDAY=FR,weekly,"Join Nippon Do for Baby Pilates, a class designed for mothers focusing on postpartum recovery with exercises for the pelvic floor, abdominal muscles, stabilization, and strength. Mothers train together with their babies, guided by an exercise therapist and pilates instructor. Partners are welcome, and you can book a free trial lesson!",,false,false,true,https://amsparentproject.slack.com/files/U08CUR77G9K/F0B1WPGFX37/img-20260506-wa0001.jpg,"3e Schinkelstraat 18-20, Amsterdam, The Netherlands",Hoofddorppleinbuurt,South,2026-05-06 16:04,ideas,new,manual
"Play, Share, Exchange, and Recycle Event","Motherhood.amsterdam is hosting a 'Play, Share, Exchange, and Recycle' event. It's an opportunity for families to exchange children's items, perfect for decluttering after festivities like King's Day. The event takes place over two days at Treehouse NDSM in Amsterdam.",https://www.instagram.com/p/DXrBlCWCgcn/?igsh=MXV3bjZvZXprcm9lNA==,Motherhood,0-8 years,2026-05-24,2026-05-25,14:00,19:00,Sunday,,,,"The 'Play, Share, Exchange, and Recycle' event is back -- where families can swap children's clothes, toys, and other treasures. This two-day event at Treehouse NDSM is a great way to find new items and declutter for children aged 0-8 years.",,false,false,false,,"T.T. Neveritaweg 55, 1033 WB Amsterdam, The Netherlands",NDSM,North,2026-04-28 21:01,ideas,new,manual
Sheep Shearing Festival,"Join Kinderboerderij de Pijp for a cozy Sheep Shearing Festival on Saturday, May 30th, from 13:00 to 16:00! Experience a live sheep shearing demonstration with expert explanation, and learn about wool spinning. Children and families can enjoy creative activities like tile decorating, coloring pages, and crafting sheep with real wool. There will also be geocaching on the farm, a chance to 'milk' your own lemonade from an art cow, face painting, petting guinea pigs, and a bouncy castle. Discover a special stall offering new clothes made from old ones. It's a fun neighborhood party for everyone!",https://www.instagram.com/p/DWSDSkGjVDb/?igsh=MXFpdXFraDY0ZXh1bg==,Kinderboerderij de Pijp,All ages,2026-05-30,2026-05-30,13:00,16:00,Saturday,180,,,"Kinderboerderij de Pijp invites families to their free Sheep Shearing Festival, a fun neighborhood party for all ages! Witness live sheep shearing and wool spinning demonstrations, enjoy creative workshops like tile decorating and wool crafting, and let the kids have fun with face painting, a bouncy castle, and petting guinea pigs.",,false,false,true,,"Lizzy Ansinghstraat 82, 1072 RD Amsterdam, The Netherlands",De Pijp,South,2026-03-25 13:57,ideas,new,manual
School Choice in Amsterdam workshop,"This interactive workshop, hosted by Kaleidoscope Consulting at Monti's World, is designed to help families of young children (ages 0-4) navigate the often overwhelming process of choosing a primary school in Amsterdam. Participants will gain a clearer understanding of how the system works, empowering them to make informed school choices. The workshop will cover topics such as deciding between international, public/state (Dutch), and bilingual schools, defining educational philosophies (Montessori, Dalton, Vrije etc.), explaining the Amsterdam school lottery system, assessing family values and needs, and tips for school tours. The session is presented by Isabel Cruz, an experienced educational consultant from Kaleidoscope Consulting. This is a paid workshop priced at €45 per family ticket.",https://montisworld.nl/products/school-of-choice-in-amsterdam?variant=47687327056208,Kaleidoscope Consulting,,2026-05-30,2026-05-30,10:30,12:30,Saturday,120,,,"Navigating school choices in Amsterdam can be complex, but Isabel at Kaleidoscope Consulting offers an interactive workshop to help families understand the system. It covers various topics like international vs. Dutch schools, educational philosophies, and the Amsterdam school lottery system, empowering you to make informed decisions for your child's primary education.",,false,false,true,,"Ceintuurbaan 143, 1072 GB Amsterdam",De Pijp,South,2026-04-10 22:14,ideas,new,manual
Neighborhood Market & Chess Tournament,"A vibrant community event featuring a neighborhood market, a bouncy castle for children, live music, and a chess tournament. Families can enjoy a variety of activities throughout the day. Stalls are available for rent for €7.50, and participants are invited to join the chess tournament by mailing Tom at tom_velpen@hotmail.com.",,,All ages,2026-05-30,2026-05-30,10:00,17:00,Saturday,420,,,"Join a vibrant Neighborhood Market & Chess Tournament, a community event offering activities for all ages. Enjoy a bouncy castle for children, live music, a flea market, and participate in a chess tournament. Stalls are available for rent for €7.50, and the event is perfect for families looking for a fun day out.",,false,false,true,https://amsparentproject.slack.com/files/U08CUR77G9K/F0AVCPPMQ7N/img-20260425-wa0010.jpg,"Nicolaas Beetsplantsoen, 1054 KV Amsterdam, The Netherlands",Oud-West,West,2026-04-26 12:39,ideas,new,manual
AIC Kids & Parents: The Social Playdate @ Moxy,"An exciting social playdate hosted by AIC for kids aged 2-10 and their parents at the Moxy Amsterdam Houthavens. The event features activities like games (e.g., Jenga), entertainment (e.g., TV/cartoons), and snacks (popcorn machine). It's a great opportunity for families to connect and socialize in a fun environment. Free parking is available for all guests at the hotel.",,AIC,2-10 years,2026-05-30,2026-05-30,15:00,18:00,Saturday,180,,,"Join AIC Kids & Parents for a fun social playdate at Moxy Amsterdam Houthavens, designed for children aged 2-10 and their families. Enjoy engaging activities like games and entertainment, complete with snacks and free parking for a relaxed gathering. It's a perfect opportunity for families to connect and build community.",,false,false,true,https://amsparentproject.slack.com/files/U08CUR77G9K/F0B226UH8CA/img-20260506-wa0003.jpg,"Danzigerkade 175, Amsterdam, The Netherlands",Houthavens,West,2026-05-06 19:38,ideas,new,manual
Children's Clothing Market at Speeltuin de Waag,"A sustainable and cozy children's clothing market where families can find new outfits for their kids and sell clothes that have become too small. Enjoy a fun day with a bouncy castle and drinks. Registration for sellers opens on May 11th, and spots are limited.",https://www.instagram.com/p/DX9YSGFjVjB/?igsh=MWtxazN2YTQzdWFxYw==,Lastage Markt,0-10 years,2026-05-30,2026-05-30,11:00,13:30,Saturday,180,,,"The Lastage Markt is hosting a sustainable children's clothing market at Speeltuin de Waag. Families can find new outfits for kids, sell outgrown clothes, and enjoy a lively day with a bouncy castle and drinks. This community event is suitable for children aged 0-10 years.",,false,false,true,,"Oudeschans 10d, 1011 KZ Amsterdam",Lastage,Center,2026-05-06 22:06,ideas,new,manual
Chamber Music in the Royal Hall: The Grand Animal Carnival,"The Grand Animal Carnival is the traditional season-ending event for Kamermuziek in de Koningszaal (KaMuKoZa). It features the powerful score of Saint-Saëns' 'Carnival of the Animals'. Inspired by last year's success, the event will again include attractive accompanying music by pianist and composer Henry Kelder, based on Armando's 'Dierenpraat', featuring animals not originally set to music by Saint-Saëns, such as a bear, mouse, and crane. This musical event is the closing of KaMuKoZa's fourth season.

KaMuKoZa is part of ARTIS. These are the ticket prices:

General admission: € 17,50
ARTIS member: € 10
Student: € 12,50
Children: Free",https://kamukoza.nl/2025/06/01/het-groot-dierencarnaval-2026/,Kamermuziek in de Koningszaal,All ages,2026-06-07,2026-06-07,11:00,12:00,Sunday,60,,,"Kamermuziek in de Koningszaal (KaMuKoZa), part of ARTIS, invites families to their traditional season-ending Grand Animal Carnival, featuring Saint-Saëns' 'Carnival of the Animals'. The event also includes enchanting new music by composer Henry Kelder, bringing to life animals not in the original score.",,false,false,true,,Plantage Middenlaan 41-A 1018 DC  Amsterdam,Plantage,East,2026-02-08 12:33,ideas,new,manual
